Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SokobanLearning,0.523,1098.366,1.234,262,-1.862
SokobanLearning,0.533,1100.570,1.457,260,-1.862
SokobanLearning,0.531,1102.451,1.163,260,-1.862
SokobanLearning,0.530,1104.531,1.332,260,-1.862
SokobanLearning,0.529,1106.829,1.541,262,-1.863
SokobanLearning,0.549,1108.797,1.226,260,-1.863
SokobanLearning,0.522,1110.873,1.362,260,-1.863
SokobanLearning,0.528,1113.028,1.425,262,-1.864
SokobanLearning,0.536,1115.163,1.376,260,-1.864
SokobanLearning,0.527,1117.303,1.388,260,-1.864
SokobanLearning,0.525,1119.494,1.440,262,-1.864
SokobanLearning,0.522,1121.648,1.411,260,-1.864
SokobanLearning,0.525,1123.887,1.492,260,-1.865
SokobanLearning,0.531,1125.941,1.322,260,-1.865
SokobanLearning,0.526,1128.010,1.315,262,-1.865
SokobanLearning,0.530,1130.262,1.500,260,-1.865
SokobanLearning,0.530,1132.441,1.418,260,-1.865
SokobanLearning,0.533,1134.632,1.432,262,-1.866
SokobanLearning,0.524,1136.687,1.314,260,-1.866
SokobanLearning,0.531,1138.950,1.504,260,-1.866
SokobanLearning,0.528,1141.218,1.526,262,-1.866
SokobanLearning,0.528,1143.284,1.351,260,-1.867
SokobanLearning,0.529,1145.438,1.419,260,-1.867
SokobanLearning,0.526,1147.609,1.414,262,-1.867
SokobanLearning,0.524,1149.755,1.401,260,-1.867
SokobanLearning,0.527,1151.851,1.361,260,-1.867
SokobanLearning,0.524,1154.004,1.411,260,-1.868
SokobanLearning,0.527,1156.138,1.390,262,-1.868
SokobanLearning,0.526,1158.262,1.385,260,-1.868
SokobanLearning,0.524,1160.368,1.386,260,-1.868
SokobanLearning,0.520,1162.443,1.367,262,-1.869
SokobanLearning,0.523,1164.566,1.382,260,-1.869
SokobanLearning,0.526,1166.682,1.370,260,-1.869
SokobanLearning,0.530,1168.886,1.457,262,-1.869
SokobanLearning,0.524,1171.072,1.442,260,-1.869
SokobanLearning,0.522,1173.191,1.384,260,-1.870
SokobanLearning,0.525,1175.295,1.393,260,-1.870
SokobanLearning,0.523,1177.443,1.404,262,-1.870
SokobanLearning,0.524,1179.561,1.370,260,-1.870
SokobanLearning,0.523,1181.682,1.385,260,-1.871
SokobanLearning,0.525,1183.835,1.424,262,-1.871
SokobanLearning,0.527,1185.957,1.371,260,-1.871
SokobanLearning,0.526,1188.068,1.367,260,-1.871
SokobanLearning,0.526,1190.225,1.401,262,-1.872
SokobanLearning,0.524,1192.304,1.378,260,-1.872
SokobanLearning,0.524,1194.434,1.388,260,-1.872
SokobanLearning,0.527,1196.565,1.382,260,-1.872
SokobanLearning,0.525,1198.721,1.404,262,-1.872
SokobanLearning,0.526,1200.837,1.384,257,-1.870
SokobanLearning,0.524,1202.948,1.372,260,-1.871
SokobanLearning,0.523,1205.077,1.395,262,-1.871
SokobanLearning,0.528,1207.170,1.360,260,-1.871
SokobanLearning,0.526,1209.277,1.389,260,-1.872
SokobanLearning,0.522,1211.429,1.410,262,-1.872
SokobanLearning,0.526,1213.551,1.376,260,-1.872
SokobanLearning,0.522,1215.650,1.383,258,-1.869
SokobanLearning,0.519,1217.754,1.374,257,-1.868
SokobanLearning,0.523,1219.834,1.362,260,-1.868
SokobanLearning,0.523,1222.004,1.435,262,-1.868
SokobanLearning,0.546,1224.394,1.384,260,-1.869
SokobanLearning,0.524,1226.466,1.352,260,-1.869
SokobanLearning,0.523,1228.586,1.407,262,-1.869
SokobanLearning,0.525,1230.715,1.384,260,-1.869
SokobanLearning,0.526,1232.844,1.388,260,-1.869
SokobanLearning,0.520,1234.908,1.349,260,-1.869
SokobanLearning,0.524,1237.029,1.389,257,-1.869
SokobanLearning,0.525,1239.167,1.397,260,-1.869
SokobanLearning,0.524,1241.268,1.382,259,-1.868
SokobanLearning,0.521,1243.425,1.405,262,-1.869
SokobanLearning,0.528,1245.547,1.365,260,-1.869
SokobanLearning,0.525,1247.680,1.385,260,-1.869
SokobanLearning,0.545,1249.967,1.506,259,-1.865
SokobanLearning,0.518,1252.152,1.458,258,-1.864
SokobanLearning,0.530,1254.264,1.367,260,-1.865
SokobanLearning,0.526,1256.400,1.398,258,-1.863
SokobanLearning,0.527,1258.542,1.394,260,-1.863
SokobanLearning,0.523,1260.663,1.374,260,-1.863
SokobanLearning,0.525,1262.795,1.394,260,-1.863
SokobanLearning,0.523,1264.911,1.378,260,-1.864
SokobanLearning,0.525,1267.042,1.390,260,-1.864
SokobanLearning,0.525,1269.155,1.367,257,-1.864
SokobanLearning,0.528,1271.290,1.392,260,-1.865
SokobanLearning,0.524,1273.427,1.418,260,-1.864
SokobanLearning,0.527,1275.554,1.381,257,-1.864
SokobanLearning,0.524,1277.677,1.381,259,-1.864
SokobanLearning,0.525,1279.822,1.396,262,-1.865
SokobanLearning,0.525,1281.966,1.394,260,-1.865
SokobanLearning,0.526,1284.085,1.381,260,-1.865
SokobanLearning,0.527,1286.217,1.384,259,-1.864
SokobanLearning,0.523,1288.351,1.392,260,-1.865
SokobanLearning,0.526,1290.503,1.429,260,-1.865
SokobanLearning,0.531,1292.638,1.384,260,-1.865
SokobanLearning,0.522,1294.731,1.373,262,-1.865
SokobanLearning,0.523,1296.870,1.406,260,-1.865
SokobanLearning,0.530,1298.986,1.370,260,-1.865
SokobanLearning,0.522,1301.033,1.335,259,-1.864
SokobanLearning,0.524,1303.133,1.359,260,-1.864
SokobanLearning,0.526,1305.277,1.419,260,-1.865
SokobanLearning,0.527,1307.401,1.381,260,-1.864
SokobanLearning,0.530,1309.524,1.378,260,-1.865
SokobanLearning,0.526,1311.640,1.374,260,-1.865
SokobanLearning,0.524,1313.762,1.375,260,-1.865
SokobanLearning,0.528,1315.896,1.398,262,-1.865
SokobanLearning,0.523,1318.036,1.395,260,-1.865
SokobanLearning,0.522,1320.117,1.371,260,-1.865
SokobanLearning,0.530,1322.267,1.437,262,-1.866
SokobanLearning,0.529,1324.396,1.379,260,-1.866
SokobanLearning,0.525,1326.554,1.413,261,-1.864
SokobanLearning,0.522,1328.681,1.388,260,-1.864
SokobanLearning,0.524,1330.806,1.379,260,-1.865
SokobanLearning,0.525,1332.949,1.401,262,-1.865
SokobanLearning,0.529,1335.129,1.428,260,-1.865
SokobanLearning,0.528,1337.303,1.424,260,-1.865
SokobanLearning,0.536,1339.506,1.443,262,-1.865
SokobanLearning,0.530,1341.663,1.418,258,-1.867
SokobanLearning,0.527,1343.831,1.419,260,-1.867
SokobanLearning,0.529,1346.001,1.428,262,-1.867
SokobanLearning,0.532,1348.106,1.364,260,-1.867
SokobanLearning,0.530,1350.120,1.278,260,-1.867
SokobanLearning,0.525,1352.253,1.387,260,-1.867
SokobanLearning,0.532,1354.444,1.453,262,-1.868
SokobanLearning,0.529,1356.715,1.520,260,-1.868
SokobanLearning,0.529,1358.858,1.387,260,-1.868
SokobanLearning,0.528,1360.983,1.369,262,-1.868
SokobanLearning,0.527,1363.178,1.457,260,-1.868
SokobanLearning,0.526,1365.469,1.536,260,-1.868
SokobanLearning,0.529,1367.607,1.386,262,-1.869
SokobanLearning,0.534,1369.778,1.417,260,-1.868
SokobanLearning,0.536,1371.722,1.229,261,-1.868
SokobanLearning,0.527,1373.688,1.215,260,-1.868
SokobanLearning,0.523,1375.892,1.474,260,-1.868
SokobanLearning,0.531,1378.098,1.455,262,-1.869
SokobanLearning,0.531,1380.392,1.538,260,-1.869
SokobanLearning,0.539,1382.582,1.439,260,-1.869
SokobanLearning,0.531,1384.717,1.384,260,-1.869
SokobanLearning,0.535,1386.842,1.389,262,-1.869
SokobanLearning,0.528,1388.897,1.371,260,-1.869
SokobanLearning,0.534,1391.031,1.369,260,-1.870
SokobanLearning,0.528,1393.139,1.360,260,-1.871
SokobanLearning,0.529,1395.461,1.567,260,-1.871
SokobanLearning,0.529,1397.511,1.307,262,-1.870
SokobanLearning,0.533,1399.795,1.526,260,-1.869
SokobanLearning,0.532,1401.989,1.437,260,-1.869
SokobanLearning,0.530,1404.093,1.408,261,-1.869
SokobanLearning,0.533,1406.151,1.330,262,-1.869
SokobanLearning,0.531,1408.327,1.451,260,-1.869
SokobanLearning,0.530,1410.537,1.468,260,-1.869
SokobanLearning,0.526,1412.654,1.369,260,-1.869
SokobanLearning,0.525,1414.607,1.219,257,-1.869
SokobanLearning,0.526,1416.734,1.377,260,-1.869
SokobanLearning,0.529,1418.877,1.391,260,-1.869
SokobanLearning,0.526,1420.991,1.388,262,-1.869
SokobanLearning,0.526,1423.135,1.398,260,-1.870
SokobanLearning,0.527,1425.284,1.397,260,-1.870
SokobanLearning,0.524,1427.426,1.398,262,-1.870
SokobanLearning,0.523,1429.564,1.401,260,-1.868
SokobanLearning,0.526,1431.679,1.365,260,-1.868
SokobanLearning,0.526,1433.799,1.373,260,-1.869
SokobanLearning,0.522,1435.940,1.406,262,-1.874
SokobanLearning,0.527,1438.094,1.409,260,-1.874
SokobanLearning,0.525,1440.293,1.455,260,-1.875
SokobanLearning,0.523,1442.206,1.188,262,-1.875
SokobanLearning,0.523,1444.304,1.364,260,-1.875
SokobanLearning,0.529,1446.372,1.323,260,-1.875
SokobanLearning,0.525,1448.509,1.396,262,-1.875
SokobanLearning,0.525,1450.631,1.379,260,-1.877
SokobanLearning,0.530,1452.677,1.330,260,-1.877
SokobanLearning,0.523,1454.802,1.387,260,-1.877
SokobanLearning,0.528,1456.928,1.371,262,-1.877
SokobanLearning,0.524,1459.042,1.371,260,-1.877
SokobanLearning,0.525,1461.171,1.382,260,-1.878
SokobanLearning,0.524,1463.306,1.386,262,-1.878
SokobanLearning,0.522,1465.367,1.348,260,-1.878
SokobanLearning,0.523,1467.437,1.356,260,-1.878
SokobanLearning,0.525,1469.573,1.399,262,-1.878
SokobanLearning,0.525,1471.689,1.370,260,-1.878
SokobanLearning,0.526,1473.797,1.373,260,-1.879
SokobanLearning,0.524,1475.910,1.369,260,-1.879
SokobanLearning,0.525,1478.033,1.380,262,-1.879
SokobanLearning,0.529,1480.155,1.378,260,-1.879
SokobanLearning,0.525,1482.266,1.369,260,-1.879
SokobanLearning,0.529,1484.407,1.411,262,-1.879
SokobanLearning,0.525,1486.519,1.371,260,-1.879
SokobanLearning,0.525,1488.633,1.369,260,-1.880
SokobanLearning,0.528,1490.793,1.405,262,-1.880
SokobanLearning,0.524,1492.909,1.387,260,-1.880
SokobanLearning,0.526,1495.007,1.355,260,-1.880
SokobanLearning,0.524,1497.149,1.411,260,-1.880
SokobanLearning,0.526,1499.293,1.408,262,-1.880
SokobanLearning,0.525,1501.386,1.372,260,-1.880
SokobanLearning,0.523,1503.498,1.374,259,-1.881
SokobanLearning,0.522,1505.623,1.387,260,-1.881
SokobanLearning,0.524,1507.740,1.379,260,-1.881
SokobanLearning,0.528,1509.846,1.381,262,-1.882
SokobanLearning,0.525,1511.950,1.365,260,-1.882
SokobanLearning,0.527,1514.087,1.392,260,-1.882
SokobanLearning,0.525,1516.215,1.387,260,-1.882
SokobanLearning,0.525,1518.323,1.378,262,-1.882
SokobanLearning,0.526,1520.442,1.372,260,-1.882
SokobanLearning,0.524,1522.553,1.371,260,-1.882
SokobanLearning,0.526,1524.676,1.390,262,-1.883
SokobanLearning,0.531,1526.802,1.383,260,-1.883
SokobanLearning,0.527,1528.926,1.380,260,-1.883
SokobanLearning,0.525,1531.074,1.402,262,-1.883
SokobanLearning,0.527,1533.208,1.394,260,-1.883
SokobanLearning,0.526,1535.343,1.387,260,-1.883
SokobanLearning,0.522,1537.435,1.374,260,-1.883
SokobanLearning,0.525,1539.582,1.415,262,-1.884
SokobanLearning,0.526,1541.704,1.388,260,-1.884
SokobanLearning,0.523,1543.851,1.407,260,-1.884
SokobanLearning,0.531,1546.014,1.414,262,-1.884
SokobanLearning,0.523,1548.136,1.376,260,-1.884
SokobanLearning,0.522,1550.223,1.376,260,-1.884
SokobanLearning,0.526,1552.354,1.383,262,-1.884
SokobanLearning,0.528,1554.450,1.349,260,-1.885
SokobanLearning,0.527,1556.573,1.388,260,-1.885
SokobanLearning,0.525,1558.705,1.382,260,-1.885
SokobanLearning,0.525,1560.854,1.409,262,-1.885
SokobanLearning,0.531,1562.978,1.397,260,-1.885
SokobanLearning,0.520,1565.078,1.381,260,-1.885
SokobanLearning,0.524,1567.217,1.398,262,-1.885
SokobanLearning,0.533,1569.361,1.389,260,-1.886
SokobanLearning,0.525,1571.510,1.410,260,-1.886
SokobanLearning,0.524,1573.662,1.406,262,-1.886
SokobanLearning,0.524,1575.796,1.394,260,-1.886
SokobanLearning,0.522,1577.916,1.378,260,-1.886
SokobanLearning,0.524,1580.052,1.399,262,-1.886
SokobanLearning,0.524,1582.163,1.379,260,-1.886
SokobanLearning,0.522,1584.286,1.389,260,-1.886
SokobanLearning,0.524,1586.342,1.340,260,-1.887
SokobanLearning,0.525,1588.522,1.437,262,-1.887
SokobanLearning,0.524,1590.663,1.397,260,-1.887
SokobanLearning,0.524,1592.777,1.371,260,-1.887
SokobanLearning,0.523,1594.914,1.398,262,-1.887
SokobanLearning,0.527,1597.053,1.388,260,-1.887
SokobanLearning,0.527,1599.151,1.379,260,-1.887
SokobanLearning,0.527,1601.377,1.475,262,-1.888
SokobanLearning,0.528,1603.547,1.424,260,-1.888
SokobanLearning,0.530,1605.740,1.440,260,-1.888
SokobanLearning,0.527,1607.962,1.483,260,-1.888
SokobanLearning,0.534,1610.168,1.461,262,-1.888
SokobanLearning,0.522,1612.382,1.475,260,-1.888
SokobanLearning,0.527,1614.528,1.428,260,-1.888
SokobanLearning,0.526,1616.763,1.488,262,-1.888
SokobanLearning,0.533,1618.984,1.465,260,-1.889
SokobanLearning,0.527,1621.196,1.459,260,-1.889
SokobanLearning,0.529,1623.399,1.464,262,-1.889
SokobanLearning,0.531,1625.620,1.464,262,-1.888
SokobanLearning,0.532,1627.827,1.445,260,-1.889
SokobanLearning,0.531,1630.043,1.462,260,-1.889
SokobanLearning,0.530,1632.664,1.641,262,-1.889
SokobanLearning,0.526,1634.603,1.197,260,-1.889
SokobanLearning,0.530,1636.751,1.402,260,-1.889
SokobanLearning,0.530,1638.924,1.420,262,-1.889
SokobanLearning,0.528,1641.094,1.409,260,-1.889
SokobanLearning,0.540,1643.279,1.420,260,-1.889
SokobanLearning,0.527,1645.438,1.405,257,-1.889
SokobanLearning,0.526,1647.648,1.469,262,-1.889
SokobanLearning,0.529,1649.716,1.364,257,-1.888
SokobanLearning,0.529,1651.859,1.394,260,-1.889
SokobanLearning,0.520,1653.975,1.393,260,-1.889
SokobanLearning,0.520,1656.068,1.375,262,-1.889
SokobanLearning,0.528,1658.150,1.364,258,-1.889
SokobanLearning,0.525,1660.294,1.418,260,-1.889
SokobanLearning,0.532,1662.492,1.443,259,-1.889
SokobanLearning,0.526,1664.715,1.488,260,-1.889
SokobanLearning,0.526,1666.917,1.461,262,-1.889
SokobanLearning,0.529,1669.145,1.468,260,-1.889
SokobanLearning,0.527,1671.332,1.437,260,-1.889
SokobanLearning,0.530,1673.550,1.474,260,-1.889
SokobanLearning,0.526,1675.748,1.450,262,-1.890
SokobanLearning,0.528,1677.931,1.426,260,-1.890
SokobanLearning,0.529,1680.159,1.474,260,-1.890
SokobanLearning,0.528,1682.356,1.478,262,-1.890
SokobanLearning,0.529,1684.543,1.440,260,-1.890
SokobanLearning,0.530,1686.722,1.439,260,-1.890
SokobanLearning,0.526,1688.943,1.465,262,-1.890
SokobanLearning,0.528,1691.679,1.996,260,-1.890
SokobanLearning,0.531,1693.965,1.553,260,-1.890
SokobanLearning,0.529,1696.221,1.504,262,-1.891
SokobanLearning,0.526,1698.469,1.505,260,-1.891
SokobanLearning,0.529,1700.665,1.477,260,-1.891
SokobanLearning,0.529,1702.835,1.436,260,-1.891
SokobanLearning,0.523,1705.004,1.443,262,-1.891
SokobanLearning,0.532,1706.923,1.197,260,-1.891
SokobanLearning,0.526,1709.038,1.381,260,-1.891
SokobanLearning,0.524,1711.205,1.431,262,-1.891
SokobanLearning,0.528,1713.353,1.399,260,-1.891
SokobanLearning,0.524,1716.065,1.984,260,-1.891
SokobanLearning,0.524,1718.202,1.410,262,-1.892
SokobanLearning,0.524,1720.322,1.381,257,-1.891
SokobanLearning,0.530,1722.465,1.395,260,-1.891
SokobanLearning,0.527,1724.596,1.382,260,-1.892
SokobanLearning,0.528,1726.766,1.416,262,-1.892
SokobanLearning,0.525,1728.866,1.359,257,-1.891
SokobanLearning,0.527,1730.993,1.377,260,-1.892
SokobanLearning,0.524,1733.120,1.422,260,-1.892
SokobanLearning,0.525,1735.259,1.399,260,-1.892
SokobanLearning,0.526,1737.400,1.401,260,-1.893
SokobanLearning,0.525,1739.553,1.412,262,-1.893
SokobanLearning,0.526,1741.685,1.383,260,-1.893
SokobanLearning,0.525,1743.793,1.367,260,-1.893
SokobanLearning,0.524,1745.931,1.391,262,-1.893
SokobanLearning,0.525,1748.025,1.367,260,-1.893
SokobanLearning,0.526,1750.139,1.412,260,-1.893
SokobanLearning,0.523,1752.258,1.382,262,-1.893
SokobanLearning,0.524,1754.399,1.394,260,-1.893
SokobanLearning,0.525,1756.474,1.347,260,-1.894
SokobanLearning,0.523,1758.600,1.392,260,-1.894
SokobanLearning,0.526,1760.743,1.391,262,-1.894
SokobanLearning,0.522,1762.809,1.346,260,-1.894
SokobanLearning,0.526,1764.936,1.410,260,-1.894
SokobanLearning,0.527,1767.069,1.400,262,-1.894
SokobanLearning,0.526,1769.189,1.373,260,-1.894
SokobanLearning,0.527,1771.302,1.363,260,-1.894
SokobanLearning,0.528,1773.416,1.369,259,-1.895
SokobanLearning,0.522,1775.455,1.330,260,-1.895
SokobanLearning,0.526,1777.582,1.380,260,-1.895
SokobanLearning,0.525,1779.717,1.384,262,-1.895
SokobanLearning,0.523,1781.823,1.389,260,-1.895
SokobanLearning,0.526,1783.936,1.375,260,-1.896
SokobanLearning,0.525,1786.114,1.435,262,-1.896
SokobanLearning,0.525,1788.238,1.385,260,-1.896
SokobanLearning,0.525,1790.363,1.378,260,-1.896
SokobanLearning,0.524,1792.489,1.375,260,-1.896
SokobanLearning,0.524,1794.631,1.387,262,-1.896
SokobanLearning,0.522,1796.750,1.398,260,-1.896
SokobanLearning,0.525,1798.864,1.381,260,-1.896
SokobanLearning,0.521,1801.033,1.424,262,-1.896
SokobanLearning,0.522,1803.158,1.386,260,-1.897
SokobanLearning,0.526,1805.295,1.392,260,-1.897
SokobanLearning,0.525,1807.444,1.406,262,-1.897
SokobanLearning,0.528,1809.579,1.380,260,-1.897
SokobanLearning,0.531,1811.686,1.357,260,-1.897
SokobanLearning,0.524,1813.720,1.358,260,-1.897
SokobanLearning,0.526,1815.873,1.417,262,-1.897
SokobanLearning,0.526,1817.970,1.358,260,-1.897
SokobanLearning,0.526,1820.041,1.355,260,-1.897
SokobanLearning,0.525,1822.194,1.397,262,-1.898
SokobanLearning,0.524,1824.304,1.358,260,-1.898
SokobanLearning,0.524,1826.444,1.398,260,-1.898
SokobanLearning,0.523,1828.584,1.397,262,-1.898
SokobanLearning,0.523,1830.681,1.399,260,-1.898
SokobanLearning,0.526,1832.816,1.394,260,-1.898
SokobanLearning,0.526,1834.949,1.389,260,-1.898
SokobanLearning,0.524,1837.101,1.405,262,-1.898
SokobanLearning,0.527,1839.221,1.369,260,-1.898
SokobanLearning,0.523,1841.358,1.395,260,-1.898
SokobanLearning,0.527,1843.554,1.452,262,-1.899
SokobanLearning,0.525,1845.792,1.491,260,-1.899
SokobanLearning,0.525,1847.953,1.444,260,-1.899
SokobanLearning,0.535,1850.182,1.471,262,-1.899
SokobanLearning,0.527,1852.374,1.447,260,-1.899
SokobanLearning,0.528,1854.578,1.443,260,-1.899
SokobanLearning,0.528,1856.778,1.454,262,-1.899
SokobanLearning,0.528,1858.977,1.441,260,-1.899
SokobanLearning,0.528,1861.197,1.470,260,-1.899
SokobanLearning,0.521,1863.298,1.407,260,-1.899
SokobanLearning,0.524,1865.442,1.405,262,-1.900
SokobanLearning,0.522,1867.563,1.385,260,-1.900
SokobanLearning,0.529,1869.675,1.374,260,-1.900
SokobanLearning,0.524,1871.822,1.405,262,-1.900
SokobanLearning,0.528,1873.952,1.381,260,-1.900
SokobanLearning,0.527,1876.118,1.445,260,-1.900
SokobanLearning,0.527,1878.322,1.465,262,-1.900
SokobanLearning,0.528,1880.523,1.458,260,-1.900
SokobanLearning,0.530,1882.711,1.438,260,-1.900
SokobanLearning,0.527,1884.948,1.482,260,-1.900
SokobanLearning,0.540,1887.246,1.512,262,-1.901
SokobanLearning,0.523,1889.535,1.542,260,-1.901
SokobanLearning,0.528,1891.786,1.502,260,-1.901
SokobanLearning,0.529,1894.004,1.464,262,-1.901
SokobanLearning,0.527,1896.213,1.464,260,-1.901
SokobanLearning,0.526,1898.414,1.461,260,-1.901
SokobanLearning,0.535,1900.623,1.449,262,-1.901
SokobanLearning,0.529,1902.827,1.455,260,-1.901
SokobanLearning,0.528,1905.016,1.450,260,-1.901
SokobanLearning,0.530,1907.229,1.457,260,-1.901
SokobanLearning,0.527,1909.418,1.436,262,-1.902
SokobanLearning,0.523,1911.479,1.348,260,-1.902
SokobanLearning,0.525,1913.626,1.417,260,-1.902
SokobanLearning,0.528,1915.777,1.407,262,-1.902
SokobanLearning,0.518,1917.875,1.378,260,-1.902
SokobanLearning,0.516,1919.965,1.375,260,-1.902
SokobanLearning,0.516,1922.047,1.366,262,-1.902
SokobanLearning,0.523,1924.163,1.373,260,-1.902
SokobanLearning,0.525,1926.291,1.382,260,-1.902
SokobanLearning,0.522,1928.427,1.409,262,-1.902
SokobanLearning,0.525,1930.557,1.385,260,-1.903
SokobanLearning,0.523,1932.698,1.400,260,-1.903
SokobanLearning,0.525,1934.834,1.388,260,-1.903
SokobanLearning,0.526,1937.005,1.416,262,-1.903
SokobanLearning,0.525,1939.145,1.399,260,-1.903
SokobanLearning,0.523,1941.268,1.385,260,-1.903
SokobanLearning,0.526,1943.403,1.393,262,-1.903
SokobanLearning,0.524,1945.523,1.399,260,-1.903
SokobanLearning,0.526,1947.650,1.386,260,-1.903
SokobanLearning,0.529,1949.796,1.406,262,-1.903
SokobanLearning,0.523,1951.894,1.392,260,-1.904
SokobanLearning,0.537,1954.035,1.378,260,-1.904
SokobanLearning,0.525,1956.222,1.437,260,-1.904
SokobanLearning,0.533,1958.457,1.474,262,-1.904
SokobanLearning,0.526,1960.639,1.441,260,-1.904
SokobanLearning,0.532,1962.852,1.484,260,-1.904
SokobanLearning,0.532,1965.078,1.467,262,-1.904
SokobanLearning,0.530,1967.311,1.490,260,-1.904
SokobanLearning,0.523,1969.453,1.392,260,-1.904
SokobanLearning,0.521,1971.599,1.419,262,-1.904
SokobanLearning,0.524,1973.723,1.383,260,-1.904
SokobanLearning,0.522,1975.847,1.385,260,-1.905
SokobanLearning,0.525,1977.982,1.397,260,-1.905
SokobanLearning,0.527,1980.154,1.425,262,-1.905
SokobanLearning,0.519,1982.254,1.383,260,-1.905
SokobanLearning,0.522,1984.320,1.360,260,-1.905
SokobanLearning,0.528,1986.451,1.385,262,-1.905
SokobanLearning,0.526,1988.578,1.377,260,-1.905
SokobanLearning,0.525,1990.690,1.362,260,-1.905
SokobanLearning,0.527,1992.837,1.403,262,-1.905
SokobanLearning,0.526,1994.971,1.394,260,-1.905
SokobanLearning,0.527,1997.102,1.389,260,-1.905
SokobanLearning,0.525,1999.270,1.424,262,-1.906
SokobanLearning,0.528,2001.408,1.393,260,-1.906
SokobanLearning,0.525,2003.478,1.346,260,-1.906
SokobanLearning,0.526,2005.609,1.385,260,-1.906
SokobanLearning,0.525,2007.802,1.444,262,-1.906
SokobanLearning,0.526,2009.936,1.392,260,-1.906
SokobanLearning,0.521,2012.050,1.409,260,-1.906
SokobanLearning,0.525,2014.212,1.409,262,-1.906
SokobanLearning,0.521,2016.357,1.403,260,-1.906
SokobanLearning,0.524,2018.483,1.382,260,-1.906
SokobanLearning,0.526,2020.623,1.400,262,-1.906
SokobanLearning,0.525,2022.750,1.387,260,-1.907
SokobanLearning,0.523,2024.890,1.403,260,-1.907
SokobanLearning,0.526,2027.028,1.411,260,-1.907
SokobanLearning,0.524,2029.178,1.392,262,-1.907
SokobanLearning,0.524,2031.288,1.369,260,-1.907
SokobanLearning,0.526,2033.420,1.384,260,-1.907
SokobanLearning,0.534,2035.581,1.401,262,-1.907
SokobanLearning,0.525,2037.673,1.362,260,-1.907
SokobanLearning,0.527,2039.808,1.385,260,-1.907
SokobanLearning,0.530,2041.945,1.383,262,-1.907
SokobanLearning,0.523,2044.417,1.499,260,-1.907
SokobanLearning,0.524,2046.467,1.312,260,-1.907
SokobanLearning,0.523,2048.582,1.371,260,-1.908
SokobanLearning,0.522,2050.665,1.369,262,-1.908
SokobanLearning,0.526,2052.784,1.382,260,-1.908
SokobanLearning,0.525,2054.935,1.403,260,-1.908
SokobanLearning,0.524,2057.069,1.390,262,-1.908
SokobanLearning,0.525,2059.206,1.404,260,-1.908
SokobanLearning,0.526,2061.317,1.390,260,-1.908
SokobanLearning,0.524,2063.459,1.401,262,-1.908
SokobanLearning,0.523,2065.575,1.373,260,-1.908
SokobanLearning,0.524,2067.705,1.401,260,-1.908
SokobanLearning,0.524,2069.887,1.447,262,-1.908
SokobanLearning,0.527,2072.017,1.388,260,-1.908
SokobanLearning,0.527,2074.147,1.390,260,-1.909
SokobanLearning,0.524,2076.242,1.397,260,-1.909
SokobanLearning,0.526,2078.410,1.436,262,-1.909
SokobanLearning,0.524,2080.472,1.355,260,-1.909
SokobanLearning,0.525,2082.589,1.373,260,-1.909
SokobanLearning,0.528,2084.743,1.406,262,-1.909
SokobanLearning,0.523,2086.847,1.358,260,-1.909
SokobanLearning,0.524,2088.971,1.385,260,-1.909
SokobanLearning,0.526,2091.107,1.393,262,-1.909
SokobanLearning,0.523,2093.216,1.407,260,-1.909
SokobanLearning,0.522,2095.279,1.356,260,-1.909
SokobanLearning,0.523,2097.410,1.399,260,-1.909
SokobanLearning,0.525,2099.568,1.406,262,-1.910
SokobanLearning,0.522,2101.697,1.398,260,-1.910
SokobanLearning,0.518,2103.777,1.369,260,-1.910
SokobanLearning,0.525,2105.864,1.372,262,-1.910
SokobanLearning,0.523,2107.992,1.388,260,-1.910
SokobanLearning,0.524,2110.101,1.395,260,-1.910
SokobanLearning,0.524,2112.236,1.393,262,-1.910
SokobanLearning,0.524,2114.375,1.400,260,-1.910
SokobanLearning,0.526,2116.504,1.383,260,-1.910
SokobanLearning,0.527,2118.640,1.396,260,-1.910
SokobanLearning,0.524,2120.762,1.373,262,-1.910
SokobanLearning,0.526,2122.902,1.395,260,-1.910
SokobanLearning,0.528,2125.022,1.416,260,-1.911
SokobanLearning,0.528,2127.161,1.394,262,-1.911
SokobanLearning,0.524,2129.305,1.412,260,-1.911
SokobanLearning,0.525,2131.422,1.369,260,-1.911
SokobanLearning,0.522,2133.553,1.391,262,-1.911
SokobanLearning,0.553,2135.745,1.412,260,-1.911
SokobanLearning,0.548,2138.048,1.530,260,-1.911
SokobanLearning,0.546,2140.379,1.543,262,-1.911
SokobanLearning,0.530,2142.579,1.505,260,-1.911
SokobanLearning,0.534,2144.810,1.473,260,-1.911
SokobanLearning,0.537,2147.046,1.464,260,-1.911
SokobanLearning,0.532,2149.244,1.440,262,-1.911
SokobanLearning,0.527,2151.359,1.364,260,-1.911
SokobanLearning,0.525,2153.494,1.392,260,-1.912
SokobanLearning,0.527,2155.624,1.384,262,-1.912
SokobanLearning,0.526,2157.733,1.382,260,-1.912
SokobanLearning,0.524,2159.847,1.393,260,-1.912
SokobanLearning,0.518,2161.932,1.367,262,-1.912
SokobanLearning,0.524,2164.037,1.373,260,-1.912
